Source,Target,Type,Id,Label,Weight
37,24,Directed,2008,,1
37,27,Directed,2009,,1
37,29,Directed,2010,,1
37,30,Directed,2011,,1
37,131,Directed,2012,,1
37,491,Directed,2013,,1
38,5,Directed,2034,,1
38,12,Directed,2030,,1
38,20,Directed,2033,,1
38,24,Directed,2024,,1
38,30,Directed,2025,,1
38,33,Directed,2026,,1
38,37,Directed,2027,,1
38,54,Directed,2031,,1
38,56,Directed,2032,,1
38,57,Directed,2035,,1
38,488,Directed,2028,,1
38,494,Directed,2029,,1
39,3,Directed,2089,,1
39,9,Directed,2083,,1
39,17,Directed,2090,,1
39,24,Directed,2078,,1
39,27,Directed,2082,,1
39,41,Directed,2094,,1
39,81,Directed,2080,,1
39,82,Directed,2079,,1
39,89,Directed,2087,,1
39,90,Directed,2088,,1
39,120,Directed,2081,,1
39,131,Directed,2085,,1
39,132,Directed,2086,,1
39,135,Directed,2093,,1
39,143,Directed,2084,,1
39,146,Directed,2091,,1
39,147,Directed,2092,,1
39,152,Directed,2095,,1
41,5,Directed,2124,,1
41,20,Directed,2123,,1
41,308,Directed,2122,,1
42,5,Directed,3584,,1
42,19,Directed,3581,,1
42,20,Directed,3583,,1
42,56,Directed,3580,,1
42,106,Directed,3582,,1
43,5,Directed,3737,,1
43,19,Directed,3732,,1
43,20,Directed,3736,,1
43,56,Directed,3731,,1
43,86,Directed,3734,,1
43,106,Directed,3733,,1
43,175,Directed,3735,,1
43,199,Directed,3738,,1
43,773,Directed,3739,,1
44,5,Directed,7123,,1
44,19,Directed,7121,,1
44,20,Directed,7122,,1
45,5,Directed,63,,1
45,30,Directed,47,,1
45,31,Directed,48,,1
45,32,Directed,54,,1
45,33,Directed,55,,1
45,34,Directed,56,,1
45,46,Directed,49,,1
45,47,Directed,50,,1
45,48,Directed,51,,1
45,49,Directed,52,,1
45,50,Directed,53,,1
45,51,Directed,57,,1
45,52,Directed,58,,1
45,53,Directed,59,,1
45,54,Directed,60,,1
45,55,Directed,61,,1
45,56,Directed,62,,1
45,57,Directed,64,,1
46,5,Directed,739,,1
46,24,Directed,736,,1
46,27,Directed,737,,1
46,124,Directed,738,,1
47,5,Directed,746,,1
47,27,Directed,743,,1
47,46,Directed,745,,1
47,79,Directed,744,,1
48,5,Directed,769,,1
48,27,Directed,767,,1
48,46,Directed,768,,1
49,5,Directed,778,,1
49,24,Directed,775,,1
49,27,Directed,776,,1
49,79,Directed,777,,1
50,5,Directed,790,,1
50,12,Directed,788,,1
50,19,Directed,789,,1
50,24,Directed,785,,1
50,27,Directed,786,,1
50,199,Directed,791,,1
50,272,Directed,787,,1
50,273,Directed,792,,1
51,5,Directed,833,,1
51,27,Directed,831,,1
51,34,Directed,832,,1
52,5,Directed,874,,1
52,20,Directed,873,,1
52,24,Directed,872,,1
53,5,Directed,880,,1
53,46,Directed,878,,1
53,137,Directed,879,,1
54,5,Directed,3361,,1
54,19,Directed,3354,,1
54,20,Directed,3359,,1
54,42,Directed,3352,,1
54,56,Directed,3353,,1
54,77,Directed,3357,,1
54,94,Directed,3350,,1
54,118,Directed,3344,,1
54,119,Directed,3351,,1
54,138,Directed,3355,,1
54,287,Directed,3362,,1
54,319,Directed,3356,,1
54,473,Directed,3360,,1
54,598,Directed,3358,,1
54,642,Directed,3348,,1
54,686,Directed,3347,,1
54,703,Directed,3345,,1
54,704,Directed,3346,,1
54,710,Directed,3349,,1
56,4,Directed,3606,,1
56,5,Directed,3621,,1
56,6,Directed,3623,,1
56,20,Directed,3613,,1
56,64,Directed,3609,,1
56,65,Directed,3610,,1
56,66,Directed,3611,,1
56,94,Directed,3607,,1
56,157,Directed,3629,,1
56,158,Directed,3631,,1
56,188,Directed,3608,,1
56,195,Directed,3630,,1
56,199,Directed,3622,,1
56,205,Directed,3619,,1
56,206,Directed,3627,,1
56,263,Directed,3618,,1
56,285,Directed,3617,,1
56,287,Directed,3625,,1
56,473,Directed,3620,,1
56,525,Directed,3628,,1
56,598,Directed,3612,,1
56,599,Directed,3616,,1
56,651,Directed,3615,,1
56,755,Directed,3614,,1
56,756,Directed,3624,,1
56,757,Directed,3626,,1
58,5,Directed,66,,1
58,59,Directed,65,,1
59,5,Directed,3691,,1
59,266,Directed,3692,,1
60,5,Directed,80,,1
60,19,Directed,74,,1
60,20,Directed,79,,1
60,33,Directed,67,,1
60,43,Directed,76,,1
60,55,Directed,68,,1
60,56,Directed,70,,1
60,61,Directed,69,,1
60,62,Directed,71,,1
60,63,Directed,72,,1
60,64,Directed,73,,1
60,65,Directed,75,,1
60,66,Directed,77,,1
60,67,Directed,78,,1
60,68,Directed,81,,1
60,69,Directed,82,,1
60,70,Directed,83,,1
61,5,Directed,3594,,1
61,20,Directed,3593,,1
61,56,Directed,3592,,1
62,5,Directed,3601,,1
62,108,Directed,3600,,1
63,5,Directed,3689,,1
63,266,Directed,3690,,1
63,753,Directed,3688,,1
64,5,Directed,3711,,1
64,59,Directed,3710,,1
65,5,Directed,3730,,1
65,59,Directed,3729,,1
66,5,Directed,3763,,1
66,59,Directed,3762,,1
67,5,Directed,3765,,1
67,743,Directed,3764,,1
68,12,Directed,7140,,1
68,19,Directed,7143,,1
68,20,Directed,7144,,1
68,54,Directed,7141,,1
68,84,Directed,7142,,1
68,1263,Directed,7145,,1
69,20,Directed,7530,,1
70,5,Directed,7824,,1
70,20,Directed,7823,,1
70,106,Directed,7822,,1
70,356,Directed,7825,,1
71,5,Directed,84,,1
71,72,Directed,85,,1
72,5,Directed,5720,,1
72,12,Directed,5716,,1
72,19,Directed,5717,,1
72,20,Directed,5719,,1
72,106,Directed,5718,,1
72,687,Directed,5722,,1
72,688,Directed,5723,,1
72,1117,Directed,5721,,1
73,74,Directed,86,,1
74,19,Directed,1221,,1
74,20,Directed,1223,,1
74,77,Directed,1222,,1
74,84,Directed,1220,,1
74,122,Directed,1210,,1
74,123,Directed,1216,,1
74,124,Directed,1218,,1
74,308,Directed,1214,,1
74,309,Directed,1219,,1
74,348,Directed,1215,,1
74,352,Directed,1217,,1
74,359,Directed,1211,,1
74,368,Directed,1212,,1
74,369,Directed,1213,,1
75,19,Directed,88,,1
75,20,Directed,90,,1
75,76,Directed,87,,1
75,77,Directed,89,,1
77,5,Directed,3740,,1
77,777,Directed,3741,,1
78,5,Directed,97,,1
78,9,Directed,93,,1
78,19,Directed,95,,1
78,20,Directed,96,,1
78,27,Directed,91,,1
78,79,Directed,92,,1
78,80,Directed,94,,1
79,5,Directed,382,,1
79,9,Directed,356,,1
79,12,Directed,373,,1
79,19,Directed,380,,1
79,20,Directed,381,,1
79,24,Directed,353,,1
79,27,Directed,354,,1
79,29,Directed,357,,1
79,33,Directed,360,,1
79,40,Directed,369,,1
79,41,Directed,370,,1
79,47,Directed,358,,1
79,54,Directed,374,,1
79,56,Directed,379,,1
79,57,Directed,384,,1
79,80,Directed,365,,1
79,89,Directed,363,,1
79,90,Directed,364,,1
79,131,Directed,362,,1
79,133,Directed,372,,1
79,137,Directed,371,,1
79,139,Directed,355,,1
79,144,Directed,361,,1
79,150,Directed,368,,1
79,154,Directed,375,,1
79,155,Directed,376,,1
79,156,Directed,377,,1
79,157,Directed,385,,1
79,158,Directed,386,,1
79,165,Directed,359,,1
79,169,Directed,366,,1
79,170,Directed,367,,1
79,171,Directed,378,,1
79,172,Directed,383,,1
80,5,Directed,1878,,1
80,20,Directed,1877,,1
80,77,Directed,1876,,1
80,84,Directed,1875,,1
81,5,Directed,99,,1
81,21,Directed,98,,1
82,19,Directed,102,,1
82,20,Directed,104,,1
82,77,Directed,103,,1
82,83,Directed,100,,1
82,84,Directed,101,,1
83,20,Directed,1519,,1
83,77,Directed,1518,,1
83,84,Directed,1517,,1
84,5,Directed,3675,,1
84,59,Directed,3674,,1
85,5,Directed,108,,1
85,30,Directed,105,,1
85,43,Directed,106,,1
85,86,Directed,107,,1
87,5,Directed,2074,,1
88,5,Directed,124,,1
88,27,Directed,120,,1
88,82,Directed,119,,1
88,89,Directed,121,,1
88,90,Directed,122,,1
88,91,Directed,123,,1
89,3,Directed,1402,,1
89,5,Directed,1407,,1
89,106,Directed,1406,,1
89,120,Directed,1399,,1
89,124,Directed,1405,,1
89,131,Directed,1400,,1
89,132,Directed,1401,,1
89,146,Directed,1403,,1
89,273,Directed,1408,,1
89,403,Directed,1404,,1
90,17,Directed,1374,,1
90,82,Directed,1369,,1
90,83,Directed,1373,,1
90,122,Directed,1370,,1
90,124,Directed,1376,,1
90,135,Directed,1375,,1
90,386,Directed,1372,,1
90,401,Directed,1371,,1
91,82,Directed,1513,,1
91,89,Directed,1514,,1
92,5,Directed,127,,1
92,27,Directed,125,,1
92,55,Directed,126,,1
93,5,Directed,138,,1
93,7,Directed,139,,1
93,9,Directed,130,,1
93,12,Directed,132,,1
93,19,Directed,136,,1
93,20,Directed,137,,1
93,27,Directed,128,,1
93,54,Directed,133,,1
93,55,Directed,135,,1
93,79,Directed,129,,1
93,80,Directed,131,,1
93,94,Directed,134,,1
93,95,Directed,140,,1
93,96,Directed,141,,1
94,5,Directed,3438,,1
94,19,Directed,3434,,1
94,20,Directed,3436,,1
94,56,Directed,3433,,1
94,106,Directed,3435,,1
94,599,Directed,3437,,1
95,5,Directed,7184,,1
95,12,Directed,7176,,1
95,19,Directed,7180,,1
95,20,Directed,7183,,1
95,54,Directed,7177,,1
95,62,Directed,7178,,1
95,77,Directed,7181,,1
95,84,Directed,7179,,1
95,106,Directed,7182,,1
95,199,Directed,7185,,1
95,1358,Directed,7186,,1
96,5,Directed,7902,,1
96,19,Directed,7898,,1
96,20,Directed,7901,,1
96,54,Directed,7895,,1
96,77,Directed,7900,,1
96,84,Directed,7897,,1
96,171,Directed,7896,,1
96,319,Directed,7899,,1
96,356,Directed,7904,,1
96,1321,Directed,7903,,1
97,5,Directed,144,,1
97,32,Directed,142,,1
97,86,Directed,143,,1
98,5,Directed,146,,1
98,99,Directed,145,,1
99,5,Directed,156,,1
99,12,Directed,152,,1
99,20,Directed,155,,1
99,24,Directed,147,,1
99,27,Directed,149,,1
99,32,Directed,150,,1
99,54,Directed,153,,1
99,56,Directed,154,,1
99,57,Directed,157,,1
99,98,Directed,148,,1
99,100,Directed,151,,1
100,5,Directed,2076,,1
100,98,Directed,2075,,1
101,5,Directed,159,,1
101,86,Directed,158,,1
102,5,Directed,168,,1
102,12,Directed,164,,1
102,20,Directed,167,,1
102,24,Directed,160,,1
102,32,Directed,161,,1
102,38,Directed,162,,1
102,54,Directed,165,,1
102,56,Directed,166,,1
102,57,Directed,169,,1
102,103,Directed,163,,1
104,5,Directed,170,,1
105,5,Directed,2077,,1
106,5,Directed,3769,,1
106,108,Directed,3768,,1
107,5,Directed,185,,1
107,108,Directed,184,,1
108,5,Directed,3897,,1
108,59,Directed,3896,,1
108,266,Directed,3898,,1
109,5,Directed,189,,1
109,19,Directed,188,,1
109,110,Directed,186,,1
109,111,Directed,187,,1
110,19,Directed,193,,1
110,107,Directed,190,,1
110,109,Directed,191,,1
110,111,Directed,192,,1
111,4,Directed,202,,1
111,5,Directed,210,,1
111,12,Directed,204,,1
111,19,Directed,208,,1
111,20,Directed,209,,1
111,54,Directed,205,,1
111,55,Directed,207,,1
111,70,Directed,211,,1
111,107,Directed,195,,1
111,112,Directed,196,,1
111,113,Directed,197,,1
111,114,Directed,198,,1
111,115,Directed,199,,1
111,116,Directed,200,,1
111,117,Directed,201,,1
111,118,Directed,203,,1
111,119,Directed,206,,1
112,111,Directed,194,,1
113,19,Directed,213,,1
113,111,Directed,212,,1
114,5,Directed,229,,1
114,108,Directed,228,,1
115,4,Directed,3172,,1
115,5,Directed,3176,,1
115,106,Directed,3174,,1
115,118,Directed,3173,,1
115,204,Directed,3170,,1
115,473,Directed,3175,,1
115,677,Directed,3171,,1
115,678,Directed,3177,,1
116,5,Directed,3198,,1
116,118,Directed,3197,,1
117,5,Directed,3205,,1
117,106,Directed,3203,,1
117,118,Directed,3201,,1
117,119,Directed,3202,,1
117,204,Directed,3199,,1
117,473,Directed,3204,,1
117,677,Directed,3200,,1
117,678,Directed,3206,,1
118,5,Directed,3269,,1
118,59,Directed,3268,,1
119,106,Directed,3441,,1
119,319,Directed,3440,,1
120,5,Directed,224,,1
120,17,Directed,218,,1
120,18,Directed,220,,1
120,19,Directed,221,,1
120,20,Directed,223,,1
120,43,Directed,222,,1
120,109,Directed,214,,1
120,121,Directed,215,,1
120,122,Directed,216,,1
120,123,Directed,217,,1
120,124,Directed,219,,1
121,17,Directed,225,,1
121,125,Directed,226,,1
121,126,Directed,227,,1
122,5,Directed,1140,,1
122,12,Directed,1135,,1
122,20,Directed,1139,,1
122,54,Directed,1136,,1
122,74,Directed,1129,,1
122,77,Directed,1138,,1
122,84,Directed,1137,,1
122,308,Directed,1131,,1
122,309,Directed,1134,,1
122,346,Directed,1130,,1
122,347,Directed,1132,,1
122,348,Directed,1133,,1
123,20,Directed,1285,,1
123,122,Directed,1280,,1
123,308,Directed,1282,,1
123,355,Directed,1283,,1
123,372,Directed,1281,,1
123,378,Directed,1284,,1
124,5,Directed,2186,,1
124,9,Directed,2182,,1
124,20,Directed,2185,,1
124,41,Directed,2184,,1
124,123,Directed,2183,,1
125,19,Directed,1728,,1
125,20,Directed,1730,,1
125,41,Directed,1725,,1
125,106,Directed,1729,,1
125,124,Directed,1726,,1
125,126,Directed,1724,,1
125,171,Directed,1727,,1
125,411,Directed,1721,,1
125,415,Directed,1714,,1
125,417,Directed,1715,,1
125,418,Directed,1716,,1
125,421,Directed,1717,,1
125,423,Directed,1718,,1
125,424,Directed,1722,,1
125,428,Directed,1720,,1
125,436,Directed,1723,,1
125,439,Directed,1719,,1
126,20,Directed,1845,,1
126,41,Directed,1842,,1
126,124,Directed,1843,,1
126,125,Directed,1839,,1
126,171,Directed,1844,,1
126,411,Directed,1840,,1
126,417,Directed,1838,,1
126,424,Directed,1841,,1
127,46,Directed,230,,1
128,48,Directed,231,,1
129,5,Directed,242,,1
129,9,Directed,235,,1
129,14,Directed,243,,1
129,41,Directed,238,,1
129,55,Directed,241,,1
129,79,Directed,233,,1
129,120,Directed,232,,1
129,124,Directed,239,,1
129,130,Directed,234,,1
129,131,Directed,236,,1
129,132,Directed,237,,1
129,133,Directed,240,,1
130,3,Directed,394,,1
130,5,Directed,402,,1
130,19,Directed,399,,1
130,20,Directed,401,,1
130,41,Directed,395,,1
130,58,Directed,393,,1
130,59,Directed,398,,1
130,70,Directed,405,,1
130,95,Directed,403,,1
130,115,Directed,397,,1
130,152,Directed,396,,1
130,175,Directed,400,,1
130,176,Directed,404,,1
131,4,Directed,951,,1
131,5,Directed,963,,1
131,12,Directed,953,,1
131,14,Directed,969,,1
131,19,Directed,957,,1
131,20,Directed,960,,1
131,54,Directed,954,,1
131,62,Directed,955,,1
131,68,Directed,967,,1
131,69,Directed,970,,1
131,95,Directed,968,,1
131,117,Directed,950,,1
131,118,Directed,952,,1
131,122,Directed,943,,1
131,123,Directed,944,,1
131,152,Directed,947,,1
131,175,Directed,959,,1
131,204,Directed,949,,1
131,205,Directed,961,,1
131,300,Directed,965,,1
131,302,Directed,940,,1
131,303,Directed,937,,1
131,304,Directed,938,,1
131,307,Directed,939,,1
131,313,Directed,941,,1
131,314,Directed,942,,1
131,315,Directed,945,,1
131,316,Directed,946,,1
131,317,Directed,948,,1
131,318,Directed,956,,1
131,319,Directed,958,,1
131,320,Directed,962,,1
131,321,Directed,964,,1
131,322,Directed,966,,1
132,5,Directed,991,,1
132,89,Directed,989,,1
132,123,Directed,988,,1
132,131,Directed,985,,1
132,300,Directed,992,,1
132,302,Directed,987,,1
132,303,Directed,986,,1
132,311,Directed,990,,1
133,564,Directed,2962,,1
134,3,Directed,246,,1
134,82,Directed,244,,1
134,89,Directed,245,,1
134,91,Directed,247,,1
134,135,Directed,248,,1
135,3,Directed,1835,,1
135,83,Directed,1837,,1
135,89,Directed,1832,,1
135,90,Directed,1834,,1
135,311,Directed,1833,,1
135,386,Directed,1836,,1
136,3,Directed,253,,1
136,19,Directed,258,,1
136,62,Directed,257,,1
136,81,Directed,250,,1
136,82,Directed,249,,1
136,88,Directed,251,,1
136,89,Directed,252,,1
136,91,Directed,254,,1
136,135,Directed,255,,1
136,137,Directed,256,,1
136,138,Directed,259,,1
137,2,Directed,2440,,1
137,5,Directed,2475,,1
137,9,Directed,2448,,1
137,12,Directed,2464,,1
137,14,Directed,2478,,1
137,19,Directed,2469,,1
137,20,Directed,2471,,1
137,24,Directed,2441,,1
137,27,Directed,2444,,1
137,28,Directed,2447,,1
137,29,Directed,2449,,1
137,33,Directed,2450,,1
137,35,Directed,2454,,1
137,41,Directed,2460,,1
137,42,Directed,2467,,1
137,51,Directed,2451,,1
137,53,Directed,2452,,1
137,54,Directed,2465,,1
137,56,Directed,2468,,1
137,57,Directed,2477,,1
137,78,Directed,2442,,1
137,79,Directed,2445,,1
137,80,Directed,2458,,1
137,82,Directed,2443,,1
137,90,Directed,2455,,1
137,91,Directed,2456,,1
137,96,Directed,2481,,1
137,124,Directed,2461,,1
137,130,Directed,2446,,1
137,133,Directed,2463,,1
137,148,Directed,2457,,1
137,152,Directed,2462,,1
137,154,Directed,2466,,1
137,158,Directed,2480,,1
137,160,Directed,2479,,1
137,215,Directed,2470,,1
137,285,Directed,2472,,1
137,286,Directed,2473,,1
137,287,Directed,2476,,1
137,298,Directed,2453,,1
137,473,Directed,2474,,1
137,550,Directed,2459,,1
138,5,Directed,3717,,1
138,108,Directed,3716,,1
139,5,Directed,335,,1
139,14,Directed,336,,1
139,59,Directed,334,,1
139,160,Directed,337,,1
140,10,Directed,685,,1
140,12,Directed,689,,1
140,19,Directed,693,,1
140,27,Directed,678,,1
140,39,Directed,686,,1
140,40,Directed,687,,1
140,41,Directed,688,,1
140,54,Directed,690,,1
140,55,Directed,691,,1
140,59,Directed,692,,1
140,193,Directed,679,,1
140,231,Directed,694,,1
140,240,Directed,681,,1
140,241,Directed,683,,1
140,242,Directed,680,,1
140,245,Directed,682,,1
140,248,Directed,684,,1
141,5,Directed,783,,1
141,27,Directed,781,,1
141,46,Directed,782,,1
141,199,Directed,784,,1
142,50,Directed,793,,1
142,57,Directed,794,,1
143,5,Directed,839,,1
143,27,Directed,836,,1
143,46,Directed,837,,1
143,124,Directed,838,,1
144,27,Directed,902,,1
144,79,Directed,903,,1
144,137,Directed,904,,1
145,5,Directed,1433,,1
145,138,Directed,1432,,1
146,3,Directed,1629,,1
148,14,Directed,1853,,1
148,20,Directed,1852,,1
148,24,Directed,1849,,1
148,27,Directed,1850,,1
148,459,Directed,1851,,1
149,124,Directed,1857,,1
149,272,Directed,1856,,1
149,273,Directed,1858,,1
149,321,Directed,1859,,1
150,80,Directed,2096,,1
151,5,Directed,2143,,1
